id,domain,website,name,tier,status,founded_date,description,has_details,sf_account_owner,sf_last_activity_date,salesforce_link,details.last_funding_amount,details.last_funding_type,details.total_money_in_usd,details.last_funding_date,details.investors,has_cb_data,cb_data.url,cb_data.categories,has_employee_data,employee_data.num_employees,employee_data.delta_num_employees_percent,employee_data.last_updated,employee_data.positive,visited,last_visited
6496814,docker.com,https://www.docker.com/,Docker,Tier 0,Pass,Jan 01 2010,"Docker is an open platform for developers and sysadmins to build, ship, and run distributed applications, whether on laptops, data center VMs, or the cloud.",TRUE,Michael Morgenstern,2014-07-29,https://na6.salesforce.com/0018000001D7tDIAAZ,$18.00M,Series D,$180.80M,2015-11-09,Sequoia Capital; Goldman Sachs; Coatue Management; Northern Trust; Insight Venture Partners; Benchmark; Greylock Partners; Trinity Ventures; AME Cloud Ventures; Lightspeed Venture Partners; Sequoia Capital; Benchmark; Trinity Ventures; Greylock Partners; Insight Venture Partners; Lightspeed Venture Partners; Insight Venture Partners; Trinity Ventures; Greylock Partners; AME Cloud Ventures; Sequoia Capital; Trinity Ventures; Benchmark; Insight Venture Partners; Goldman Sachs; Coatue Management; Ashvin Patel; Trinity Ventures; Kenny Van Zant; Eric Urhane; Roger Dickey; Raymond Tonsing; Jerry Yang; Chris Sacca; Ron Conway; AME Cloud Ventures; Greylock Partners; Northern Trust; Unknown Investors,TRUE,https://www.crunchbase.com/organization/docker,"Open Source, Cloud Computing, Enterprise Software, SaaS",TRUE,295,27.70562771,2016-10-01,TRUE,FALSE,
244840,hytrust.com,http://www.hytrust.com/,HyTrust,No Tier,Tracking,Jun 01 2007,"HyTrust offers IT managers and administrators of virtual infrastructure a centralized, single point of control for hypervisor configuration, compliance, and access management. By combining best practices, processes, and controls of physical infrastructure security into a comprehensive solution for virtual infrastructure, HyTrust enables virtual infrastructure to achieve the same level of operational readiness as that of existing physical infrastructure.",TRUE,Ricky Pelletier,2015-04-01,https://na6.salesforce.com/0018000000NKukSAAT,$5.00M,Debt Financing,$72.50M,2016-06-23,Granite Ventures; Trident Capital; Cisco; City National Bank; In-Q-Tel; EPIC Ventures; Intel Capital,TRUE,https://www.crunchbase.com/organization/hytrust,"Cyber Security, Security, Infrastructure",TRUE,116,14.85148515,2016-10-01,TRUE,FALSE,
53225,algosec.com,http://algosec.com/,AlgoSec,Tier 0,Pass,May 31 2004,AlgoSec automates & orchestrates network security policy management so you can deliver business applications quickly & easily while ensuring security & compliance.,TRUE,Ricky Pelletier,2016-09-06,https://na6.salesforce.com/0013000000H0uP1AAJ,Undisclosed,Unknown,Undisclosed,Unknown,,TRUE,https://www.crunchbase.com/organization/algosec,Security,TRUE,90,-54.54545455,2016-10-01,FALSE,FALSE,
10038726,powwowmobile.com,http://www.powwowmobile.com/,PowWow Mobile,Tier 0,Tracking,Sep 01 2012,PowWow Mobile is transforming enterprise mobilization by converting any Windows or Web application into a native mobile app in days - not months or years.,TRUE,Brendan Rempel,2016-07-05,https://na6.salesforce.com/0018000001P4IEnAAN,$4.25M,Seed,$8.27M,2016-04-07,OurCrowd; IT-Farm; VKRM Ventures; Prabhu Goel; OurCrowd; IT-Farm; Vertical Venture Partners; OurCrowd; IT-Farm; Kumar Malavalli; Prabhu Goel; Vertical Venture Partners; Ram Reddy; Vertical Venture Partners,TRUE,https://www.crunchbase.com/organization/powwow-inc,"Enterprise Software, Information Technology, Software",TRUE,11,22.22222222,2016-10-01,TRUE,FALSE,
2680893,liveaction.com,http://liveaction.com/,LiveAction,Tier 0,Engaged,Jun 01 2007,"LiveAction is an application-aware network performance management plus QoS control tool. It offers fast, simple, and cost effective way to monitor and control application performance leveraging Cisco capabilities.",TRUE,Inactive User,2014-04-15,https://na6.salesforce.com/0018000000fiGOXAA2,$36.00M,Series B,$41.85M,2016-02-16,Insight Venture Partners; Cisco; Cisco Investments; AITV (Accelerate IT Ventures); Cisco Investments; Enerdigm Ventures; AITV (Accelerate IT Ventures); Insight Venture Partners; AITV (Accelerate IT Ventures); Cisco Investments; Enerdigm Ventures,TRUE,https://www.crunchbase.com/organization/liveaction,"Analytics, Big Data, Real Time, Information Technology, Software",TRUE,65,490.9090909,2016-10-01,TRUE,FALSE,
10059112,turbonomic.com,http://www.turbonomic.com/,Turbonomic,No Tier,No Status,Dec 31 2007,Turbonomic’s autonomic platform enables heterogeneous environments to self-manage to assure the performance of any application in any cloud.  Turbonomic’s patented autonomic decision engine dynamically analyzes application demand and allocates shared resources in real time to maintain a continuous state of application health.,TRUE,Admin Oblytics,No activity,https://na6.salesforce.com/0018000001SPMSUAA5,$50.00M,Series D,$60.00M,2015-01-19,Bain Capital Ventures; Highland Capital Partners; Bain Capital Ventures; Bain Capital; Highland Capital Partners; Globespan Capital Partners; Iconiq Capital; Iconiq Capital; Bain Capital; Globespan Capital Partners; Highland Capital Partners,TRUE,https://www.crunchbase.com/organization/turbonomic,"Cloud Management, Enterprise Software, Computer, Cloud Infrastructure, Virtualization",TRUE,420,6.329113924,2016-10-01,TRUE,FALSE,
10041046,qct.io,http://www.qct.io/,QCT,No Tier,No Status,May 31 2000,"QCT (Quanta Cloud Technology), a leading datacenter hardware maker, supplier, manufacturer, provider, company, provides servers, sever racks, rack systems, storage, JBOD, network switches and OCP solutions. QCT optimizes your datacenters.",TRUE,Admin Oblytics,No activity,https://na6.salesforce.com/0018000001QTskjAAD,Undisclosed,Unknown,Undisclosed,Unknown,,TRUE,https://www.crunchbase.com/organization/qct,,TRUE,139,26.36363636,2016-10-01,TRUE,FALSE,
6633892,rackwareinc.com,http://www.rackwareinc.com/,RackWare,Tier 0,No Status,Jun 01 2009,"RackWare is a privately held company focused on delivering solutions to easily and cost-effectively enable the use of cloud for today’s enterprises. The company was founded in 2009 by entrepreneurs with extensive experience delivering enterprise-class products in the server, storage, network, and virtualization markets. RackWare brings intelligence and automation to the cloud, to improve availability for enterprises, provide greater flexibility for enterprise IT users, and reduce costs for enterprise IT providers. The Rackware approach enables users to dynamically scale physical, virtual, and cloud resources across private and public environments as computing needs fluctuate.",TRUE,Brian Carthas,2015-10-28,https://na6.salesforce.com/0018000001CfydWAAR,$10.00M,Series B,$17.04M,2016-09-13,"Venture:$2.3M, Kickstart Seed Fund ,  Osage Venture Partners; ; Signal Peak Ventures; Debt Financing:$1.73968M,; Osage Partners; Kickstart Seed Fund; Signal Peak Ventures; Osage Partners; Kickstart Seed Fund; Signal Peak Ventures; Osage Partners; Series B:$10.0M, Osage Partners; Osage Venture Partners; Series A:$3.0M, Kickstart Seed Fund ,  Osage Venture Partners; Kickstart Seed Fund",TRUE,https://www.crunchbase.com/organization/rackware,Enterprise Software,TRUE,29,-17.14285714,2016-10-01,FALSE,FALSE,
10029804,hyperglance.com,https://www.hyperglance.com/,Hyperglance,No Tier,New,May 31 2011,Hyperglance delivers 3D clarity and control for multi-cloud chaos,TRUE,Admin Oblytics,No activity,https://na6.salesforce.com/0018000001SYThKAAX,Undisclosed,Unknown,Undisclosed,Unknown,,FALSE,,,TRUE,8,14.28571429,2016-10-01,TRUE,FALSE,
2727858,zerto.com,http://www.zerto.com/,Zerto,Tier 0,Pass,May 29 2009,"Founded by a team of storage industry veterans, Zerto provides enterprise-class business continuity and disaster recovery solutions for virtualized infrastructure and the cloud. Zerto Virtual Replication is the industry’s first hypervisor-based replication solution for tier-one applications, replacing traditional array-based BC/DR solutions that were not built to deal with the virtual paradigm.",TRUE,Blake Bartlett,2015-01-14,https://na6.salesforce.com/00180000010FiqtAAC,$20.00M,Series E,$130.00M,2016-06-18,"; CRV; Series E:$20.0M, CRV; Harmony Partners; Series B:$15.0M, 83North; 83North; RTP Ventures; U.S. Venture Partners (USVP); Battery; Battery Ventures; 83North; Harmony Partners; 83North; Battery Ventures; RTP Ventures; U.S. Venture Partners (USVP); ClalTech; U.S. Venture Partners (USVP); Unknown Investors; Series E:$50.0M, Mark Leslie; Series D:$26.0M, Harmony Partners; RTP Ventures; Mark Leslie; U.S. Venture Partners (USVP); RTP Ventures; Harmony Partners; Battery Ventures; 83North; ClalTech; IVP; Series C:$13.0M, 83North; Series A:$6.0M, Battery Ventures; Seed:$0.0M, Unknown Investors; 83North; Battery; 83North; U.S. Venture Partners (USVP); Battery Ventures; IVP; Battery Ventures",TRUE,https://www.crunchbase.com/organization/zerto,"Computer, Enterprise Software, Virtualization",TRUE,361,23.20819113,2016-10-01,TRUE,FALSE,
22950,veeam.com,http://veeam.com/,Veeam Software,No Tier,No Status,May 31 2006,"Veeam Software, an Elite VMware Technology Alliance partner, develops innovative products for virtual infrastructure management and data protection. Customers can reduce costs, minimize risks and fully realize the promise of virtualization with Veeam.",TRUE,Brian Carthas,2015-10-09,https://na6.salesforce.com/0013000000Gi1syAAB,Undisclosed,Venture,Undisclosed,2013-07-29,"; Insight Venture Partners; Undisclosed:$0.0M, Insight Venture Partners; Venture:$0.0M, Insight Venture Partners",TRUE,https://www.crunchbase.com/organization/veeam-software,Software,TRUE,1987,11.06763555,2016-10-01,TRUE,FALSE,
84547,embotics.com,http://www.embotics.com/,Embotics,Tier 0,Pass,May 31 2006,Embotics vCommander Cloud Management Platform VMware alternative Gartner Cool Vendor 2016 Hybrid Public Private cloud Multi-cloud,TRUE,Brian Carthas,2015-10-20,https://na6.salesforce.com/0013000000IKCm9AAH,$12.10M,Series D,$24.50M,2016-06-07,Covington Funds; VentureLink LP; Covington Associates; Arrowroot Capital; Tera Capital Corporation; Espresso Capital,TRUE,https://www.crunchbase.com/organization/embotics-corporation,"Cloud Computing, Virtualization, Software",TRUE,35,-5.405405405,2016-10-01,FALSE,FALSE,
6571580,avinetworks.com,http://avinetworks.com/,Avi Networks,Tier 0,New,May 31 2012,"Avi Networks delivers Software-defined Application Services such as Autoscaling, App Insights, Service Discovery, and Microsegmentation beyond ELB",TRUE,Michael Morgenstern,2015-06-17,https://na6.salesforce.com/0018000001C0vM1AAJ,$20.80M,Series B,$33.00M,2014-07-31,Lightspeed Venture Partners ; Greylock Partners; Greylock Partners ;  Lightspeed Venture Partners ;  Menlo Ventures; Greylock Partners; Lightspeed Venture Partners; Menlo Ventures,TRUE,https://www.crunchbase.com/organization/avi-networks-inc,"Cloud Data Services, Analytics, Cloud Infrastructure",TRUE,83,36.06557377,2016-10-01,TRUE,FALSE,
10060081,eginnovations.com,http://www.eginnovations.com/,eG Innovations,No Tier,New,Jun 01 2001,Unified performance monitoring & analytics. We automate and accelerate performance monitoring of application and desktop virtualized infrastructures.,TRUE,Brian Carthas,2016-08-26,https://na6.salesforce.com/0013000000GjD3dAAF,Undisclosed,Unknown,Undisclosed,Unknown,,TRUE,https://www.crunchbase.com/organization/eg-innovations,"Cloud Computing, Virtualization, Software",TRUE,150,3.448275862,2016-10-01,TRUE,FALSE,
236154,thycotic.com,http://www.thycotic.com/,Thycotic,Tier 0,Pass,May 30 1996,A complete privileged account management (PAM) solution for IT admins: Fastest to deploy. Easiest to use. Most affordable privileged account software.,TRUE,Ricky Pelletier,2013-07-15,https://na6.salesforce.com/0018000000LmbHFAAZ,Undisclosed,Venture,Undisclosed,2015-06-30,Insight Venture Partners,TRUE,https://www.crunchbase.com/organization/thycotic-software,Software,TRUE,114,37.34939759,2016-10-01,TRUE,FALSE,
6572783,exablox.com,http://www.exablox.com/,Exablox,No Tier,New,Jun 01 2009,"Based in Mountain View, California, Exablox is a well-funded early stage start-up creating a scalable and easy-to-manage storage solution to address the pain points of a large number of organizations. The company's product is a hybrid converged storage appliance that provides scale out expansion and cloud integration. Unlike traditional enterprise storage offerings, Exablox solutions are easy for SMB's to adopt thanks to their unparalleled ease of use; low initial cost, and horizontal scalability.",TRUE,Michael Morgenstern,2016-10-04,https://na6.salesforce.com/00180000017WcOfAAK,$7.00M,Series C,$52.47M,2015-05-18,; Norwest Venture Partners - NVP; Dell Ventures; Toshiba America Electronic Components; DCM Ventures; U.S. Venture Partners (USVP); Norwest Venture Partners - NVP;DCM Ventures; Toshiba America Electronic Components; Dell Ventures; U.S. Venture Partners (USVP); Dell Ventures; DCM Ventures; Norwest Venture Partners - NVP; U.S. Venture Partners (USVP); Unknown Investors,TRUE,https://www.crunchbase.com/organization/exablox,Hardware + Software,TRUE,63,14.54545455,2016-10-01,TRUE,FALSE,
2661465,unidesk.com,http://www.unidesk.com/,Unidesk,Tier 0,Engaged,Dec 01 2007,"In a short time, Unidesk® VDI management software has helped hundreds of customers simplify the management of Microsoft Windows® and ensure the success of desktop virtualization projects. As the pioneer in desktop layering technology, we aim to provide desktops that IT managers and end users both love. And in the process, get Citrix XenDesktop® and VMware View™ projects stalled by cost and complexity back on track.",TRUE,Blake Bartlett,2014-01-01,https://na6.salesforce.com/0018000000kt6TXAAY,$15.75M,Venture,$36.80M,2014-02-20,North Bridge Venture Partners & Growth Equity; Matrix Partners; Matrix Partners; North Bridge Venture Partners & Growth Equity,TRUE,https://www.crunchbase.com/organization/unidesk,"Virtualization, Information Technology, Software",TRUE,94,-6,2016-10-01,FALSE,FALSE,
6638871,guardicore.com,http://www.guardicore.com/,GuardiCore,Tier 0,Tracking,May 31 2013,"GuardiCore provides security in depth for software-defined data centers, detecting and mitigating Advanced Persistent Threats (APTs), malware propagation and insider attacks. Based on Software-Defined Networking (SDN) techniques, GuardiCore s unique approach to network security scales to multi-Terabit, intra-data center (East-West) traffic rates, breaking the attacker s kill chain at an early stage.",TRUE,Michael Morgenstern,2016-07-20,https://na6.salesforce.com/0018000001DAiEoAAL,$20.00M,Series B,$31.00M,2016-07-19,"Series B:$20.0M, Battery Ventures; 83North;Cisco Investments;Series A:$11.0M, Battery Ventures; 83North;Series B:$20.0M, Cisco Investments; Battery Ventures; 83North;",TRUE,https://www.crunchbase.com/organization/guardicore,"Data Center, Security, Network Security",TRUE,35,20.68965517,2016-10-01,TRUE,FALSE,
10063016,doublecloud.net,http://doublecloud.net/,DoubleCloud,No Tier,No Status,Oct 22 2011,"Founder/CEO, https://t.co/MQ7aKckROw - Super vCenter, ICE, open source VI Java API; Book author; vExpert; Blogger: https://t.co/dhZcnOVIVp",TRUE,Admin Oblytics,No activity,https://na6.salesforce.com/0018000001SYTh5AAH,Undisclosed,Unknown,Undisclosed,Unknown,,FALSE,,,TRUE,2,0,2016-10-01,FALSE,FALSE,
10063018,uila.com,http://uila.com/,Uila,No Tier,No Status,Nov 01 2013,"Next-Gen Application-Aware Infrastructure Performance Management (AA-IPM)
Uila has created a game-changing virtual infrastructure performance management solution that redefines the way IT Operations are able to analyze and optimize system infrastructure in lockstep with application service performance. Unlike most management and monitoring solutions, Uila avoids the cost and complexity of deploying application OS agents or separate hardware",TRUE,Admin Oblytics,No activity,https://na6.salesforce.com/0018000001SYTimAAH,Undisclosed,Seed,Undisclosed,2014-04-15,,TRUE,https://www.crunchbase.com/organization/uila,"Data Center Automation, Virtualization",TRUE,18,20,2016-10-01,TRUE,FALSE,
10063019,accelstor.com,http://accelstor.com/,AccelStor,No Tier,No Status,Nov 27 2014,A startup company dedicated to the mission of accelerating world's information access with innovations in software technology and solid-state storage.,TRUE,Admin Oblytics,No activity,https://na6.salesforce.com/0018000001SYTjQAAX,Undisclosed,Unknown,Undisclosed,Unknown,,TRUE,https://www.crunchbase.com/organization/accelstor,"Cloud Storage, Software",TRUE,17,21.42857143,2016-10-01,TRUE,FALSE,
10062968,kaspersky.com,http://usa.kaspersky.com/,Kaspersky Lab,Pass,Pass,Jun 01 1997,"Kaspersky Lab antivirus & internet security software offers premium protection against viruses, malware, spam & other threats for your home or business.",TRUE,Inactive User,No activity,,Undisclosed,Private Equity,Undisclosed,2011-01-20,General Atlantic,TRUE,https://www.crunchbase.com/organization/kaspersky-lab,"Cyber Security, Security, Fraud Detection, Software",TRUE,2740,2.621722846,2016-10-01,TRUE,FALSE,
10063028,loginvsi.com,https://www.loginvsi.com/,Login VSI,No Tier,No Status,Jun 01 2012,End user experience begins with performance. Great performance begins with Login VSI. We provide performance insights for virtualized desktop and server environments.,TRUE,Admin Oblytics,No activity,https://na6.salesforce.com/0018000001SYkVVAA1,Undisclosed,Unknown,Undisclosed,Unknown,,TRUE,https://www.crunchbase.com/organization/login-vsi,"Virtual Desktop, Virtualization, Software",TRUE,30,1400,2016-10-01,TRUE,FALSE,
27313,res.com,http://www.res.com/,RES Software,No Tier,No Status,Oct 01 1999,"Founded in 1999, Resco,s.r.o. is privately held and is based in Bratislava, Slovakia. The company is dealing with the Windows, Pocket PC, Palm OS and Symbian projects. At present Resco markets more than 30 products ranging from the system utilities through multimedia applications and developer tools to comprehensive enterprise solutions.",TRUE,Kwan Hong Lee,2007-07-05,https://na6.salesforce.com/0013000000Gkx3pAAB,$10.00M,Venture,$16.23M,2016-02-17,"Venture:$10.0M, ORIX Ventures;Venture:$6.23M, Gimv;Venture:€6.2266225651M, Gimv;",TRUE,https://www.crunchbase.com/organization/res-software,"Digital Media, Information Technology, Software",TRUE,537,3.071017274,2016-10-01,TRUE,FALSE,
10063029,noobaa.com,http://www.noobaa.com/,NooBaa,No Tier,No Status,Jun 01,NooBaa invented a new architecture for unstructured data storage that provides breakthrough agility and cost reduction.,TRUE,Admin Oblytics,No activity,https://na6.salesforce.com/0018000001SYX7gAAH,Undisclosed,Unknown,Undisclosed,Unknown,,TRUE,https://www.crunchbase.com/organization/noobaa,Software,TRUE,5,150,2016-10-01,TRUE,FALSE,
